ticker,title,sic_code,sic_description
MRT,MARTI TECHNOLOGIES INC.,7510,Services-Auto Rental & Leasing (No Drivers)
VGZ,VISTA GOLD CORP,1040,Gold and Silver Ores
CRGO,FREIGHTOS LTD,4731,Arrangement of  Transportation of  Freight & Cargo
EPM,EVOLUTION PETROLEUM CORP,1311,Crude Petroleum & Natural Gas
CBFV,CB FINANCIAL SERVICES INC.,6022,State Commercial Banks
GMGI,GOLDEN MATRIX GROUP INC.,7372,Services-Prepackaged Software
AISP,AIRSHIP AI HOLDINGS INC.,7372,Services-Prepackaged Software
SLAMF,SLAM CORP.,4899,"Communications Services, NEC"
SXTC,CHINA SXT PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
SPE,SPECIAL OPPORTUNITIES FUND INC.,,
FSP,FRANKLIN STREET PROPERTIES CORP /MA/,6798,Real Estate Investment Trusts
UBFO,UNITED SECURITY BANCSHARES,6021,National Commercial Banks
PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC,6022,State Commercial Banks
IBAC,IB ACQUISITION CORP.,6770,Blank Checks
PIM,PUTNAM MASTER INTERMEDIATE INCOME TRUST,,
VERI,VERITONE INC.,7374,Services-Computer Processing & Data Preparation
IMPP,IMPERIAL PETROLEUM INC./MARSHALL ISLANDS,4412,Deep Sea Foreign Transportation of  Freight
RANG,RANGE CAPITAL ACQUISITION CORP.,6770,Blank Checks
PCQ,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,,
HNVR,HANOVER BANCORP INC. /NY,6022,State Commercial Banks
SANG,SANGOMA TECHNOLOGIES CORP,7370,"Services-Computer Programming, Data Processing, Etc."
VUZI,VUZIX CORP,3663,Radio & Tv Broadcasting & Communications Equipment
EGG,ENIGMATIG LTD,8742,Services-Management Consulting Services
CHGG,CHEGG INC,8200,Services-Educational Services
TAVI,TAVIA ACQUISITION CORP.,6770,Blank Checks
MCRB,SERES THERAPEUTICS INC.,2834,Pharmaceutical Preparations
PLBY,PLAYBOY INC.,5900,Retail-Miscellaneous Retail
WHG,WESTWOOD HOLDINGS GROUP INC,6282,Investment Advice
CLPR,CLIPPER REALTY INC.,6798,Real Estate Investment Trusts
AVD,AMERICAN VANGUARD CORP,2870,Agricultural Chemicals
TEAF,TORTOISE SUSTAINABLE & SOCIAL IMPACT TERM FUND,,
ZENA,ZENATECH INC.,7372,Services-Prepackaged Software
BVFL,BV FINANCIAL INC.,6035,"Savings Institution, Federally Chartered"
RFAI,RF ACQUISITION CORP II,6770,Blank Checks
CIK,CREDIT SUISSE ASSET MANAGEMENT INCOME FUND INC.,,
GNLX,GENELUX CORP,2834,Pharmaceutical Preparations
MNSB,MAINSTREET BANCSHARES INC.,6022,State Commercial Banks
MXCT,MAXCYTE INC.,8731,Services-Commercial Physical & Biological Research
PXPC,PHOENIX PLUS CORP.,1700,Construction - Special Trade Contractors
ECF,ELLSWORTH GROWTH & INCOME FUND LTD,0000,
SCTH,SECURETECH INNOVATIONS INC.,3714,Motor Vehicle Parts & Accessories
CZWI,CITIZENS COMMUNITY BANCORP INC.,6035,"Savings Institution, Federally Chartered"
CCCC,C4 THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
KWM,K WAVE MEDIA LTD.,7819,Services-Allied To Motion Picture Production
NMP,NMP ACQUISITION CORP.,6770,Blank Checks
TEAD,TEADS HOLDING CO.,7370,"Services-Computer Programming, Data Processing, Etc."
SVCO,SILVACO GROUP INC.,7372,Services-Prepackaged Software
RENEF,CARTESIAN GROWTH CORP II,6770,Blank Checks
TAYD,TAYLOR DEVICES INC.,3569,"General Industrial Machinery & Equipment, NEC"
ACTU,ACTUATE THERAPEUTICS INC.,2834,Pharmaceutical Preparations
MB,MASTERBEEF GROUP,5812,Retail-Eating  Places
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
GAIA,GAIA INC,7812,Services-Motion Picture & Video Tape Production
FRD,FRIEDMAN INDUSTRIES INC,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills"
BANX,ARROWMARK FINANCIAL CORP.,,
EDF,VIRTUS STONE HARBOR EMERGING MARKETS INCOME FUND,,
SEVN,SEVEN HILLS REALTY TRUST,6798,Real Estate Investment Trusts
ACR,ACRES COMMERCIAL REALTY CORP.,6798,Real Estate Investment Trusts
EP,EMPIRE PETROLEUM CORP,1311,Crude Petroleum & Natural Gas
DUOT,DUOS TECHNOLOGIES GROUP INC.,7372,Services-Prepackaged Software
NCAUF,NEWCORE GOLD LTD.,,
CHCI,COMSTOCK HOLDING COMPANIES INC.,6500,Real Estate
LPA,LOGISTIC PROPERTIES OF THE AMERICAS,6500,Real Estate
ESGL,ESGL HOLDINGS LTD,4953,Refuse Systems
LARK,LANDMARK BANCORP INC,6021,National Commercial Banks
ACHV,ACHIEVE LIFE SCIENCES INC.,2835,In Vitro & In Vivo Diagnostic Substances
CFBK,CF BANKSHARES INC.,6021,National Commercial Banks
NEOV,NEOVOLTA INC.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
MPTI,M-TRON INDUSTRIES INC.,3679,"Electronic Components, NEC"
EGHA,EGH ACQUISITION CORP.,6770,Blank Checks
NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND,,
MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,,
ACU,ACME UNITED CORP,3420,"Cutlery, Handtools & General Hardware"
UNG,UNITED STATES NATURAL GAS FUND LP,6221,Commodity Contracts Brokers & Dealers
PFD,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,,
PROF,PROFOUND MEDICAL CORP.,3841,Surgical & Medical Instruments & Apparatus
GTE,GRAN TIERRA ENERGY INC.,1311,Crude Petroleum & Natural Gas
CVVUF,CANALASKA URANIUM LTD,1000,Metal Mining
GGT,GABELLI MULTIMEDIA TRUST INC.,,
BCIC,BCP INVESTMENT CORP,,
BMN,BLACKROCK 2037 MUNICIPAL TARGET TERM TRUST,,
BGX,BLACKSTONE LONG-SHORT CREDIT INCOME FUND,,
STRS,STRATUS PROPERTIES INC,6552,Land Subdividers & Developers (No Cemeteries)
PEPG,PEPGEN INC.,2834,Pharmaceutical Preparations
MED,MEDIFAST INC,2090,Miscellaneous Food Preparations & Kindred Products
ELDN,ELEDON PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
ONL,ORION PROPERTIES INC.,6798,Real Estate Investment Trusts
DMNIF,DAMON INC.,3751,"Motorcycles, Bicycles & Parts"
FCAP,FIRST CAPITAL INC,6035,"Savings Institution, Federally Chartered"
SAVA,CASSAVA SCIENCES INC,2834,Pharmaceutical Preparations
ICTSF,ICTS INTERNATIONAL N V,7389,"Services-Business Services, NEC"
MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,,
EVG,EATON VANCE SHORT DURATION DIVERSIFIED INCOME FUND,,
AEC,ANFIELD ENERGY INC.,1000,Metal Mining
SSTI,SOUNDTHINKING INC.,7372,Services-Prepackaged Software
IGA,VOYA GLOBAL ADVANTAGE & PREMIUM OPPORTUNITY FUND,,
JUSHF,JUSHI HOLDINGS INC.,2833,Medicinal Chemicals & Botanical Products
JYNT,JOINT CORP,6794,Patent Owners & Lessors
BFIN,BANKFINANCIAL CORP,6035,"Savings Institution, Federally Chartered"
CYBN,CYBIN INC.,2834,Pharmaceutical Preparations
NVCT,NUVECTIS PHARMA INC.,2834,Pharmaceutical Preparations
LHAI,LINKHOME HOLDINGS INC.,6531,Real Estate Agents & Managers (For Others)
FCCN,SPECTRAL CAPITAL CORP,7374,Services-Computer Processing & Data Preparation
MRCC,MONROE CAPITAL CORP,,
LAWR,ROBOT CONSULTING CO. LTD.,7370,"Services-Computer Programming, Data Processing, Etc."
CRBP,CORBUS PHARMACEUTICALS HOLDINGS INC.,2834,Pharmaceutical Preparations
BUUU,BUUU GROUP LTD,7900,Services-Amusement & Recreation Services
MDV,MODIV INDUSTRIAL INC.,6798,Real Estate Investment Trusts
SUNS,SUNRISE REALTY TRUST INC.,6798,Real Estate Investment Trusts
CHMX,NEXT-CHEMX CORPORATION.,2890,Miscellaneous Chemical Products
VTN,INVESCO TRUST FOR INVESTMENT GRADE NEW YORK MUNICIPALS,,
TNYZF,TINY LTD.,,
VRM,VROOM INC.,5500,Retail-Auto Dealers & Gasoline Stations
BCBP,BCB BANCORP INC,6035,"Savings Institution, Federally Chartered"
MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,,
ISPR,ISPIRE TECHNOLOGY INC.,2111,Cigarettes
INAC,INDIGO ACQUISITION CORP.,6770,Blank Checks
NKTX,NKARTA INC.,2834,Pharmaceutical Preparations
AMTX,AEMETIS INC,2860,Industrial Organic Chemicals
EML,EASTERN CO,3420,"Cutlery, Handtools & General Hardware"
IPOD,DUNE ACQUISITION CORP II,6770,Blank Checks
OCCI,OFS CREDIT COMPANY INC.,,
IH,IHUMAN INC.,8200,Services-Educational Services
BSAI,BLUSKY AI INC.,1040,Gold and Silver Ores
FOSL,FOSSIL GROUP INC.,3873,"Watches, Clocks, Clockwork Operated Devices/Parts"
HAIN,HAIN CELESTIAL GROUP INC,2000,Food and Kindred Products
HFFG,HF FOODS GROUP INC.,5140,Wholesale-Groceries & Related Products
LNSR,LENSAR INC.,3841,Surgical & Medical Instruments & Apparatus
RPID,RAPID MICRO BIOSYSTEMS INC.,3826,Laboratory Analytical Instruments
HYDTF,HYDREIGHT TECHNOLOGIES INC.,,
BEEP,MOBILE INFRASTRUCTURE CORP,6500,Real Estate
BWG,BRANDYWINEGLOBAL-GLOBAL INCOME OPPORTUNITIES FUND INC,,
RCEL,AVITA MEDICAL INC.,3841,Surgical & Medical Instruments & Apparatus
MATH,METALPHA TECHNOLOGY HOLDING LTD,6799,"Investors, NEC"
NCTY,THE9 LTD,6199,Finance Services
LONCF,LONCOR GOLD INC.,1040,Gold and Silver Ores
PLCE,CHILDRENS PLACE INC.,5651,Retail-Family Clothing Stores
AAWH,ASCEND WELLNESS HOLDINGS INC.,2833,Medicinal Chemicals & Botanical Products
OWLT,OWLET INC.,3829,"Measuring & Controlling Devices, NEC"
PEW,GRABAGUN DIGITAL HOLDINGS INC.,5940,Retail-Miscellaneous Shopping Goods Stores
EMPG,EMPRO GROUP INC.,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
BTMD,BIOTE CORP.,2833,Medicinal Chemicals & Botanical Products
CCLD,CARECLOUD INC.,7372,Services-Prepackaged Software
CAAS,CHINA AUTOMOTIVE SYSTEMS INC.,3714,Motor Vehicle Parts & Accessories
SMDRF,SIERRA MADRE GOLD & SILVER LTD.,,
GLQ,CLOUGH GLOBAL EQUITY FUND,,
ONCY,ONCOLYTICS BIOTECH INC,2834,Pharmaceutical Preparations
LTCN,GRAYSCALE LITECOIN TRUST (LTC),6221,Commodity Contracts Brokers & Dealers
NUTR,NUSATRIP INC,4700,Transportation Services
ESGH,ESG INC.,0100,Agricultural Production-Crops
GPMT,GRANITE POINT MORTGAGE TRUST INC.,6798,Real Estate Investment Trusts
UTGN,UTG INC,6311,Life Insurance
SKYX,SKYX PLATFORMS CORP.,3640,Electric Lighting & Wiring Equipment
BCHG,GRAYSCALE BITCOIN CASH TRUST (BCH),6221,Commodity Contracts Brokers & Dealers
LAKE,LAKELAND INDUSTRIES INC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
ALCE,ALTERNUS CLEAN ENERGY INC.,4931,Electric & Other Services Combined
HIND,VYOME HOLDINGS INC,2834,Pharmaceutical Preparations
CDLX,CARDLYTICS INC.,7370,"Services-Computer Programming, Data Processing, Etc."
TGE,GENERATION ESSENTIALS GROUP,2721,Periodicals: Publishing or  Publishing & Printing
RELL,RICHARDSON ELECTRONICS LTD.,5065,"Wholesale-Electronic Parts & Equipment, NEC"
BMBN,BENCHMARK BANKSHARES INC,6022,State Commercial Banks
GECC,GREAT ELM CAPITAL CORP.,,
BYND,BEYOND MEAT INC.,2000,Food and Kindred Products
FNWD,FINWARD BANCORP,6035,"Savings Institution, Federally Chartered"
ECBK,ECB BANCORP INC. /MD/,6036,"Savings Institutions, Not Federally Chartered"
BARK,BARK INC.,5990,"Retail-Retail Stores, NEC"
ILLR,TRILLER GROUP INC.,6282,Investment Advice
GLSI,GREENWICH LIFESCIENCES INC.,2834,Pharmaceutical Preparations
GRX,GABELLI HEALTHCARE & WELLNESSRX TRUST,,
SVRSF,SILVER STORM MINING LTD.,,
CRDF,CARDIFF ONCOLOGY INC.,2836,"Biological Products, (No Diagnostic Substances)"
LAZR,LUMINAR TECHNOLOGIES INC./DE,3714,Motor Vehicle Parts & Accessories
EBMT,EAGLE BANCORP MONTANA INC.,6022,State Commercial Banks
RMBI,RICHMOND MUTUAL BANCORPORATION INC.,6022,State Commercial Banks
GORO,GOLD RESOURCE CORP,1040,Gold and Silver Ores
MOLN,MOLECULAR PARTNERS AG,2836,"Biological Products, (No Diagnostic Substances)"
NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,,
BSET,BASSETT FURNITURE INDUSTRIES INC,2511,"Wood Household Furniture, (No Upholstered)"
JHS,JOHN HANCOCK INCOME SECURITIES TRUST,,
BHLL,BUNKER HILL MINING CORP.,1000,Metal Mining
QSEP,QS ENERGY INC.,3533,Oil & Gas Field Machinery & Equipment
PYXS,PYXIS ONCOLOGY INC.,2834,Pharmaceutical Preparations
DHX,DHI GROUP INC.,7389,"Services-Business Services, NEC"
CLAR,CLARUS CORP,3949,"Sporting & Athletic Goods, NEC"
LMRXF,LARAMIDE RESOURCES LTD,,
CGEN,COMPUGEN LTD,2836,"Biological Products, (No Diagnostic Substances)"
HQI,HIREQUEST INC.,7363,Services-Help Supply Services
DCGO,DOCGO INC.,8000,Services-Health Services
CLYM,CLIMB BIO INC.,2834,Pharmaceutical Preparations
LUCD,LUCID DIAGNOSTICS INC.,3841,Surgical & Medical Instruments & Apparatus
UCL,UCLOUDLINK GROUP INC.,4899,"Communications Services, NEC"
SYHMY,SYNTHOMER PLC/ADR,,
GOCO,GOHEALTH INC.,6411,"Insurance Agents, Brokers & Service"
SHMD,SCHMID GROUP N.V.,3590,Misc Industrial & Commercial Machinery & Equipment
HPAI,HELPORT AI LTD,7372,Services-Prepackaged Software
MGTE,MARBLEGATE CAPITAL CORP,6199,Finance Services
SAMG,SILVERCREST ASSET MANAGEMENT GROUP INC.,6282,Investment Advice
DMO,WESTERN ASSET MORTGAGE OPPORTUNITY FUND INC.,,
VIRC,VIRCO MFG CORPORATION,2531,Public Bldg & Related Furniture
TRON,TRON INC.,6199,Finance Services
DLTH,DULUTH HOLDINGS INC.,5600,Retail-Apparel & Accessory Stores
OBIO,ORCHESTRA BIOMED HOLDINGS INC.,3841,Surgical & Medical Instruments & Apparatus
EMYB,EMBASSY BANCORP INC.,6022,State Commercial Banks
ITMSF,INTERMAP TECHNOLOGIES CORP,7374,Services-Computer Processing & Data Preparation
OPAD,OFFERPAD SOLUTIONS INC.,6531,Real Estate Agents & Managers (For Others)
ASYS,AMTECH SYSTEMS INC,3559,"Special Industry Machinery, NEC"
BMOOF,BLUE MOON METALS INC.,,
ZURA,ZURA BIO LTD,2836,"Biological Products, (No Diagnostic Substances)"
ANIK,ANIKA THERAPEUTICS INC.,3841,Surgical & Medical Instruments & Apparatus
VWAV,VISIONWAVE HOLDINGS INC.,7372,Services-Prepackaged Software
QNBC,QNB CORP.,6022,State Commercial Banks
LIFE,ETHOS TECHNOLOGIES INC.,6411,"Insurance Agents, Brokers & Service"
VGAS,VERDE CLEAN FUELS INC.,2860,Industrial Organic Chemicals
CURR,CURRENC GROUP INC.,7389,"Services-Business Services, NEC"
QMCO,QUANTUM CORP /DE/,3572,Computer Storage Devices
SORA,ASIASTRATEGY,5094,"Wholesale-Jewelry, Watches, Precious Stones & Metals"
WEA,WESTERN ASSET PREMIER BOND FUND,,
CSBB,CSB BANCORP INC.,6022,State Commercial Banks
GOAI,EVA LIVE INC,7370,"Services-Computer Programming, Data Processing, Etc."
DLNG,DYNAGAS LNG PARTNERS LP,4400,Water Transportation
BEOB,BEO BANCORP,,
DPRO,DRAGANFLY INC.,3721,Aircraft
NCSM,NCS MULTISTAGE HOLDINGS INC.,1389,"Oil & Gas Field Services, NEC"
WLAC,WILLOW LANE ACQUISITION CORP.,6770,Blank Checks
INO,INOVIO PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
NVFY,NOVA LIFESTYLE INC.,2510,Household Furniture
BTA,BLACKROCK LONG-TERM MUNICIPAL ADVANTAGE TRUST,,
MCN,XAI MADISON EQUITY PREMIUM INCOME FUND,,
HEQ,JOHN HANCOCK DIVERSIFIED INCOME FUND,,
LQMT,LIQUIDMETAL TECHNOLOGIES INC,2800,Chemicals & Allied Products
NVNI,NVNI GROUP LTD,7372,Services-Prepackaged Software
AXR,AMREP CORP.,6552,Land Subdividers & Developers (No Cemeteries)
TGLO,THEGLOBE COM INC,7310,Services-Advertising
CTW,CTW CAYMAN,7374,Services-Computer Processing & Data Preparation
APGOF,APOLLO SILVER CORP,,
PFO,FLAHERTY & CRUMRINE PREFERRED & INCOME OPPORTUNITY FUND INC,,
IAF,ABRDN AUSTRALIA EQUITY FUND INC.,,
RBKB,RHINEBECK BANCORP INC.,6036,"Savings Institutions, Not Federally Chartered"
RSSS,RESEARCH SOLUTIONS INC.,7389,"Services-Business Services, NEC"
BCV,BANCROFT FUND LTD,,
RMMZ,RIVERNORTH MANAGED DURATION MUNICIPAL INCOME FUND II INC.,,
FXY,INVESCO CURRENCYSHARES JAPANESE YEN TRUST,6221,Commodity Contracts Brokers & Dealers
AGEN,AGENUS INC,2836,"Biological Products, (No Diagnostic Substances)"
KF,KOREA FUND INC,,
DBE,INVESCO DB ENERGY FUND,6221,Commodity Contracts Brokers & Dealers
HURA,TUHURA BIOSCIENCES INC./NV,2834,Pharmaceutical Preparations
CGTX,COGNITION THERAPEUTICS INC,2836,"Biological Products, (No Diagnostic Substances)"
CMTV,COMMUNITY BANCORP /VT,6021,National Commercial Banks
RRGB,RED ROBIN GOURMET BURGERS INC,5812,Retail-Eating  Places
TROO,TROOPS INC. /CAYMAN ISLANDS/,6159,Miscellaneous Business Credit Institution
AIRRF,AURION RESOURCES LTD.,,
BUKS,BUTLER NATIONAL CORP,7990,Services-Miscellaneous Amusement & Recreation
SQNS,SEQUANS COMMUNICATIONS,3674,Semiconductors & Related Devices
SPWR,COMPLETE SOLARIA INC.,1700,Construction - Special Trade Contractors
LGCY,LEGACY EDUCATION INC.,8200,Services-Educational Services
GRWG,GROWGENERATION CORP.,5200,"Retail-Building Materials, Hardware, Garden Supply"
MMLP,MARTIN MIDSTREAM PARTNERS L.P.,5171,Wholesale-Petroleum Bulk Stations & Terminals
PNBK,PATRIOT NATIONAL BANCORP INC,6021,National Commercial Banks
SEER,SEER INC.,3826,Laboratory Analytical Instruments
ZNTL,ZENTALIS PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
ALYAF,ALITHYA GROUP INC,7370,"Services-Computer Programming, Data Processing, Etc."
STEM,STEM INC.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
ISTKF,INTELLISTAKE TECHNOLOGIES CORP.,,
LFVN,LIFEVANTAGE CORP,2834,Pharmaceutical Preparations
SBFG,SB FINANCIAL GROUP INC.,6022,State Commercial Banks
STG,SUNLANDS TECHNOLOGY GROUP,8200,Services-Educational Services
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380,Services-Miscellaneous Business Services
IVCAF,INVESTCORP AI ACQUISITION CORP.,6770,Blank Checks
NEXM,NEXMETALS MINING CORP.,1000,Metal Mining
OXSQ,OXFORD SQUARE CAPITAL CORP.,,
KEQU,KEWAUNEE SCIENTIFIC CORP /DE/,3821,Laboratory Apparatus & Furniture
PHD,PIONEER FLOATING RATE FUND INC.,,
SRBK,SR BANCORP INC.,6036,"Savings Institutions, Not Federally Chartered"
FGBI,FIRST GUARANTY BANCSHARES INC.,6035,"Savings Institution, Federally Chartered"
BMEA,BIOMEA FUSION INC.,2834,Pharmaceutical Preparations
RBTK,ZHEN DING RESOURCES INC.,1000,Metal Mining
MAYA,MAYWOOD ACQUISITION CORP.,6770,Blank Checks
OSS,ONE STOP SYSTEMS INC.,3571,Electronic Computers
JHI,JOHN HANCOCK INVESTORS TRUST,,
AFBI,AFFINITY BANCSHARES INC.,6036,"Savings Institutions, Not Federally Chartered"
YOUL,YOULIFE GROUP INC.,8200,Services-Educational Services
EXOZ,EXOZYMES INC.,2836,"Biological Products, (No Diagnostic Substances)"
PAI,WESTERN ASSET INVESTMENT GRADE INCOME FUND INC.,,
TARA,PROTARA THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
LINK,INTERLINK ELECTRONICS INC,3577,"Computer Peripheral Equipment, NEC"
CCIF,CARLYLE CREDIT INCOME FUND,,
MYPS,PLAYSTUDIOS INC.,7372,Services-Prepackaged Software
EHTH,EHEALTH INC.,6411,"Insurance Agents, Brokers & Service"
PELI,PELICAN ACQUISITION CORP,6770,Blank Checks
JFB,JFB CONSTRUCTION HOLDINGS,1540,General Bldg Contractors - Nonresidential Bldgs
ATOM,ATOMERA INC,3674,Semiconductors & Related Devices
FNMCF,FIRST NORDIC METALS CORP.,,
NA,NANO LABS LTD,3674,Semiconductors & Related Devices
MAMO,MASSIMO GROUP,3790,Miscellaneous Transportation Equipment
ARAI,ARRIVE AI INC.,7340,Services-To Dwellings & Other Buildings
PCF,HIGH INCOME SECURITIES FUND,,
KOOYF,KOOTENAY SILVER INC.,,
FLL,FULL HOUSE RESORTS INC,7011,Hotels & Motels
UNB,UNION BANKSHARES INC,6022,State Commercial Banks
KLRS,KALARIS THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
ACNT,ASCENT INDUSTRIES CO.,2800,Chemicals & Allied Products
CSPI,CSP INC /MA/,7373,Services-Computer Integrated Systems Design
CGO,CALAMOS GLOBAL TOTAL RETURN FUND,,
SVII,SPRING VALLEY ACQUISITION CORP. II,1090,Miscellaneous Metal Ores
FGFH,FORESIGHT FINANCIAL GROUP INC,6022,State Commercial Banks
FSI,FLEXIBLE SOLUTIONS INTERNATIONAL INC,2890,Miscellaneous Chemical Products
TDIC,DREAMLAND LTD,,
TSQ,TOWNSQUARE MEDIA INC.,4832,Radio Broadcasting Stations
WGRX,WELLGISTICS HEALTH INC.,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
SIEB,SIEBERT FINANCIAL CORP,6211,"Security Brokers, Dealers & Flotation Companies"
VFL,ABRDN NATIONAL MUNICIPAL INCOME FUND,,
PCSC,PERCEPTIVE CAPITAL SOLUTIONS CORP,6770,Blank Checks
CXE,MFS HIGH INCOME MUNICIPAL TRUST,,
SKIL,SKILLSOFT CORP.,7372,Services-Prepackaged Software
SERA,SERA PROGNOSTICS INC.,8071,Services-Medical Laboratories
FBIO,FORTRESS BIOTECH INC.,2834,Pharmaceutical Preparations
QSEA,QUARTZSEA ACQUISITION CORP,6770,Blank Checks
SPRO,SPERO THERAPEUTICS INC.,2834,Pharmaceutical Preparations
HYPR,HYPERFINE INC.,3845,Electromedical & Electrotherapeutic Apparatus
DOWAY,DOWWAY HOLDINGS LIMITED/ADR,,
TDRRF,TUDOR GOLD CORP.,,
QVCGA,QVC GROUP INC.,5961,Retail-Catalog & Mail-Order Houses
RPT,RITHM PROPERTY TRUST INC.,6798,Real Estate Investment Trusts
FATE,FATE THERAPEUTICS INC,2836,"Biological Products, (No Diagnostic Substances)"
BSBK,BOGOTA FINANCIAL CORP.,6036,"Savings Institutions, Not Federally Chartered"
GGZ,GABELLI GLOBAL SMALL & MID CAP VALUE TRUST,,
NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND,,
FURY,FURY GOLD MINES LTD,1040,Gold and Silver Ores
TUSK,MAMMOTH ENERGY SERVICES INC.,1389,"Oil & Gas Field Services, NEC"
SKYE,SKYE BIOSCIENCE INC.,2834,Pharmaceutical Preparations
GNT,GAMCO NATURAL RESOURCES GOLD & INCOME TRUST,,
IKT,INHIBIKASE THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
GIFI,GULF ISLAND FABRICATION INC,3440,Fabricated Structural Metal Products
QIPT,QUIPT HOME MEDICAL CORP.,8090,"Services-Misc Health & Allied Services, NEC"
MX,MAGNACHIP SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices
HOFT,HOOKER FURNISHINGS CORP,2510,Household Furniture
KISB,KISH BANCORP INC,6021,National Commercial Banks
ENBP,ENB FINANCIAL CORP,6021,National Commercial Banks
HOUR,HOUR LOOP INC,5961,Retail-Catalog & Mail-Order Houses
ULBI,ULTRALIFE CORP,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
CHAR,CHARLTON ARIA ACQUISITION CORP,6770,Blank Checks
SKLZ,SKILLZ INC.,7374,Services-Computer Processing & Data Preparation
PDCC,PEARL DIVER CREDIT CO INC.,,
PGAC,PANTAGES CAPITAL ACQUSITION CORP,6770,Blank Checks
WRIV,WHITE RIVER BANCSHARES CO,,
USGO,U.S. GOLDMINING INC.,1040,Gold and Silver Ores
STHO,STAR HOLDINGS,6519,"Lessors of  Real Property, NEC"
TYFG,TRI-COUNTY FINANCIAL GROUP INC.,6022,State Commercial Banks
VRDR,VERDE RESOURCES INC.,1040,Gold and Silver Ores
ESP,ESPEY MFG & ELECTRONICS CORP,3679,"Electronic Components, NEC"
ATOS,ATOSSA THERAPEUTICS INC.,2834,Pharmaceutical Preparations
DOMH,DOMINARI HOLDINGS INC.,6211,"Security Brokers, Dealers & Flotation Companies"
NVA,NOVA MINERALS LTD,1040,Gold and Silver Ores
GFLT,GENFLAT HOLDINGS INC.,8742,Services-Management Consulting Services
SPAI,SAFE PRO GROUP INC.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
ANIX,ANIXA BIOSCIENCES INC,2834,Pharmaceutical Preparations
GAUZ,GAUZY LTD.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
